pendapatan_bulanan,usia,jumlah_tanggungan,skor_kredit_lama,cicilan_lancar,status_rumah,plafon_kredit,tenor_bulan,target_default
22080923,36,3,572,1,0,465000000,24,1
29070936,26,1,514,1,1,355000000,12,1
48399577,54,3,374,1,1,307000000,24,0
49289461,59,2,627,1,1,471000000,12,1
20566364,28,3,334,1,1,250000000,36,1
25969573,27,3,386,0,2,226000000,60,1
10017955,57,0,682,1,0,461000000,36,1
49080115,34,4,616,1,0,237000000,48,0
9562865,34,1,634,0,2,237000000,24,1
24192455,35,2,660,0,0,66000000,48,1
33188544,54,3,633,1,1,187000000,60,0
36319676,45,2,609,1,0,168000000,12,1
41206556,40,4,744,1,2,91000000,24,0
24060880,36,1,802,1,0,158000000,24,0
11175576,25,4,747,1,0,308000000,12,0
6800760,22,0,641,1,1,315000000,60,0
24924717,53,1,626,1,0,351000000,48,1
24826641,47,2,358,1,1,480000000,48,1
32873750,44,0,312,0,1,396000000,12,1
18941926,37,1,481,0,1,155000000,24,1
38324049,27,1,492,1,0,466000000,24,1
16945748,46,0,730,1,2,300000000,48,0
5568101,28,0,540,0,2,262000000,36,1
46426742,55,4,833,1,1,487000000,12,0
4193502,50,1,421,0,1,215000000,12,1
44049527,42,2,781,1,0,188000000,48,0
42881413,57,0,478,1,0,475000000,48,1
42344665,36,3,364,1,2,66000000,12,0
15602694,35,1,751,1,2,401000000,36,0
32092273,37,4,449,1,0,137000000,60,0
13149777,26,4,396,0,1,369000000,48,1
4432672,35,3,518,1,0,20000000,24,0
49670629,36,4,453,1,2,292000000,60,0
5422952,43,2,613,1,1,215000000,12,0
8167373,52,1,389,1,0,35000000,48,0
42462985,32,0,331,1,2,381000000,12,1
13987706,22,3,413,1,2,324000000,48,1
13938814,46,0,373,1,2,378000000,12,1
31081575,53,0,528,1,0,272000000,12,1
12073936,50,1,640,1,2,144000000,24,1
37179345,40,4,381,0,1,47000000,60,1
11625146,40,2,564,1,2,391000000,48,0
43931858,46,3,837,1,1,55000000,48,0
8412319,23,1,572,0,0,272000000,36,1
23279862,46,2,607,1,1,388000000,48,1
8539004,21,0,836,1,1,363000000,60,0
45216581,36,3,635,1,1,201000000,24,0
48789382,53,1,420,1,2,460000000,48,0
25130585,31,1,697,1,0,103000000,24,0
20840908,34,1,581,1,1,99000000,12,0
26776460,43,0,553,0,1,125000000,48,1
30923330,32,1,811,1,2,398000000,48,0
28515141,33,3,577,0,2,495000000,60,1
23124742,52,2,383,1,2,366000000,36,1
39487310,23,1,834,1,0,49000000,36,0
40026320,46,4,448,1,1,468000000,24,1
43342134,34,1,663,0,1,231000000,24,0
48704130,51,2,815,0,1,25000000,60,0
7590723,38,4,318,1,0,417000000,24,1
4118844,31,0,301,1,2,53000000,60,1
5781652,40,3,776,1,0,148000000,24,1
16968689,50,3,515,1,0,339000000,24,1
26463157,42,3,674,0,1,231000000,36,1
5761623,30,4,547,0,0,484000000,12,1
3658139,52,3,597,0,1,339000000,48,1
45242890,43,1,356,0,1,38000000,60,1
5761158,53,4,557,0,0,83000000,24,1
9115762,38,4,841,1,1,130000000,48,1
42436481,46,3,460,1,0,156000000,24,0
13842852,50,2,578,0,0,415000000,24,1
8408647,38,0,411,1,1,279000000,60,1
9739202,46,2,549,1,1,73000000,48,0
11530508,57,3,557,0,2,252000000,24,1
7790287,43,3,628,1,0,165000000,60,1
5080563,33,0,665,1,1,440000000,48,0
20572094,35,3,310,1,0,178000000,60,0
13867948,47,4,443,1,2,221000000,60,1
40697835,32,1,656,1,0,377000000,12,1
32977525,48,2,496,1,1,11000000,24,0
5417209,34,2,341,1,0,357000000,12,1
35334591,30,2,676,0,2,278000000,60,0
9508850,30,3,303,1,0,134000000,48,1
19633956,23,0,608,0,2,187000000,12,1
29595432,34,3,724,0,1,184000000,24,1
16118532,54,1,812,0,1,112000000,36,0
25257570,59,1,745,1,1,337000000,12,0
33802755,27,1,771,0,1,169000000,36,0
18806167,46,0,666,1,2,356000000,48,0
32754050,42,0,413,1,2,227000000,12,1
49876471,24,3,714,0,1,252000000,48,0
16294235,36,4,444,1,0,115000000,60,0
20485885,56,3,767,1,0,333000000,12,0
22776067,54,1,624,0,1,345000000,60,1
34054217,30,2,743,1,0,420000000,12,1
5469606,34,4,329,0,0,207000000,60,1
8557821,51,3,744,1,2,121000000,36,1
48153952,33,0,745,1,0,484000000,24,0
44474142,26,0,370,1,0,307000000,48,0
27682651,25,4,829,1,0,129000000,36,0
43810732,23,1,576,1,2,455000000,60,0
40763126,40,3,408,1,2,382000000,36,0
17783984,43,0,808,1,2,239000000,24,0
30015955,29,0,582,0,2,277000000,48,1
46023172,59,1,672,1,2,148000000,48,0
40932419,58,0,503,1,0,444000000,48,0
35083981,25,1,356,1,1,442000000,36,1
43870096,21,3,564,1,0,64000000,36,0
13157715,21,4,732,1,1,51000000,36,0
35953277,59,3,445,1,2,356000000,24,1
31804060,38,3,778,1,2,64000000,24,0
19554494,29,2,793,0,2,362000000,24,1
21476763,50,3,466,1,0,65000000,48,0
7934349,42,3,610,0,0,449000000,12,1
38362948,58,3,749,1,1,73000000,24,0
43403261,51,2,551,1,2,227000000,24,0
13276325,54,3,377,1,0,371000000,36,1
25634325,30,2,808,0,0,22000000,24,0
39412646,44,0,351,0,0,423000000,24,1
42236300,39,4,835,1,2,191000000,36,0
30521892,55,3,772,1,1,412000000,60,0
4435367,55,0,479,0,2,74000000,36,1
18429051,32,4,383,1,0,435000000,12,1
4318155,33,1,652,1,1,298000000,60,0
48993847,25,1,822,1,0,302000000,24,0
16412513,23,2,536,1,1,239000000,12,0
47280248,54,1,763,1,2,210000000,12,0
34369541,43,2,369,1,1,19000000,12,0
35242032,49,4,348,1,1,248000000,60,0
33680437,57,2,778,0,2,41000000,36,0
9774870,53,2,813,1,0,78000000,36,0
40042356,59,4,488,0,1,216000000,24,1
48790633,58,4,770,1,0,369000000,24,0
44540754,29,4,481,1,2,270000000,48,0
36698807,49,3,822,0,1,326000000,36,1
10069222,51,1,463,1,1,23000000,12,0
37106658,51,3,580,1,2,381000000,36,0
10467133,30,4,557,1,1,235000000,24,0
34505059,41,0,794,1,0,460000000,24,1
21856153,41,4,645,1,1,287000000,60,0
40706383,21,4,558,1,2,425000000,36,0
13528922,58,1,657,1,2,442000000,12,0
24445439,58,4,499,1,2,112000000,48,0
5336798,49,0,570,1,1,359000000,48,0
48195812,42,0,392,0,1,339000000,60,1
28187400,47,4,840,1,2,384000000,48,0
17413188,27,1,582,1,1,224000000,12,1
44264256,43,1,725,0,1,342000000,36,0
45197305,26,4,805,1,1,246000000,60,0
23981103,40,0,508,1,0,148000000,60,0
47038638,23,2,515,0,0,176000000,60,1
18526398,30,2,835,1,2,94000000,36,0
5192271,35,0,414,1,0,135000000,60,1
49377961,43,2,338,1,2,21000000,24,0
45090671,35,1,754,0,1,258000000,48,0
25594892,21,3,355,0,1,404000000,48,1
49859992,36,1,624,0,1,337000000,36,1
19578740,56,3,367,1,0,176000000,24,1
31021649,42,1,320,0,2,80000000,60,1
13487380,37,3,542,1,1,399000000,60,0
32380783,34,2,398,0,1,56000000,48,1
23884776,39,2,528,1,0,241000000,48,0
22735033,52,1,470,0,0,496000000,12,1
25876131,56,1,308,0,0,40000000,24,1
33719118,26,1,456,1,1,360000000,12,1
35304358,36,2,569,1,1,417000000,24,0
8531052,38,1,554,0,0,243000000,60,1
31388813,53,3,351,1,1,198000000,60,0
40315486,29,1,331,1,2,435000000,24,1
17842498,46,0,552,0,1,109000000,36,1
45567192,33,3,610,0,1,305000000,12,1
40482526,22,1,357,0,1,464000000,36,1
15229793,57,2,696,0,0,288000000,60,1
10150265,32,0,783,1,2,156000000,24,0
10604323,42,4,790,1,1,30000000,24,0
31435784,40,0,574,1,2,87000000,36,0
21674215,52,1,326,1,1,37000000,60,0
24012256,39,4,666,1,2,384000000,48,0
14511913,48,4,581,1,2,130000000,12,1
28909088,38,1,416,1,0,36000000,24,0
27363760,58,1,668,1,1,331000000,24,0
37834330,28,3,745,0,1,356000000,24,1
31107874,34,2,754,0,0,364000000,12,1
26711414,29,3,525,1,1,5000000,36,0
3862839,26,0,702,0,2,247000000,48,1
38160184,50,3,428,1,2,166000000,24,0
42333160,22,4,472,1,2,148000000,48,0
18724345,49,2,795,0,2,474000000,12,1
21868041,52,2,514,1,2,329000000,24,1
43751609,34,0,603,0,2,39000000,24,1
20636950,41,0,704,1,2,140000000,48,0
32666732,37,2,805,1,2,182000000,24,0
38408597,43,4,692,1,0,219000000,36,0
30192023,51,0,722,1,0,468000000,48,1
14296266,43,0,429,1,2,250000000,24,1
46626004,25,3,640,1,2,297000000,48,0
16831553,52,1,753,1,2,104000000,12,0
45564498,32,0,670,1,1,318000000,24,0
16739212,23,3,767,1,1,37000000,24,0
13803215,32,4,555,0,2,316000000,12,1
4268182,33,3,806,1,2,471000000,12,1
8615829,36,0,629,1,0,48000000,48,0
12064507,36,2,773,1,2,448000000,12,0
20915668,37,0,485,1,1,426000000,60,1
16539916,38,0,787,1,0,260000000,60,1
20017562,26,2,845,1,1,493000000,60,0
35417532,50,0,306,1,1,178000000,48,0
5091028,56,0,587,0,2,45000000,12,1
29504795,58,2,402,1,0,306000000,60,0
26210446,46,0,805,1,1,309000000,24,0
9380858,51,4,572,1,1,309000000,60,1
4650522,45,2,587,0,1,89000000,60,1
14389435,55,3,481,1,2,336000000,60,1
39025578,31,0,795,1,1,220000000,36,0
17709150,57,4,762,1,2,337000000,48,0
39860174,24,1,465,1,1,146000000,36,0
28783943,49,2,528,1,1,57000000,24,0
40309922,31,3,759,0,2,275000000,48,0
41559764,30,2,314,0,1,132000000,48,1
23030723,48,0,670,1,0,78000000,24,0
6612914,37,2,394,1,1,47000000,36,0
42422987,22,1,698,1,0,478000000,48,0
31730525,37,2,643,0,1,402000000,60,1
9423841,35,2,513,0,0,200000000,48,1
11324458,48,3,769,0,0,226000000,48,1
16114573,38,3,579,1,1,294000000,48,0
33988548,53,0,653,0,2,287000000,24,1
9779617,27,3,489,1,2,18000000,60,0
9696579,38,3,411,1,1,161000000,60,1
14267806,40,2,539,1,2,72000000,60,0
12970977,39,1,820,1,1,194000000,60,0
8846899,34,3,702,1,2,380000000,36,1
44682110,24,2,446,1,0,211000000,12,1
21213202,50,2,404,1,1,223000000,36,0
41172651,49,2,521,1,2,286000000,60,0
39454635,28,4,743,1,1,305000000,60,0
48021418,53,4,597,1,2,66000000,24,0
34013300,40,1,580,0,1,362000000,24,1
10188106,28,2,601,1,1,21000000,36,0
17992929,52,3,572,1,1,201000000,60,0
32908080,49,4,704,1,0,130000000,36,0
3209720,28,1,668,1,2,398000000,24,0
30127984,45,2,745,1,2,204000000,24,0
6031863,21,3,552,0,2,91000000,48,1
41177622,24,3,379,1,0,455000000,12,1
34601658,59,3,306,0,2,116000000,24,1
45950745,29,0,653,1,2,366000000,48,0
28211536,22,4,714,1,2,35000000,12,0
36338507,57,0,322,1,1,367000000,12,1
32780052,51,4,539,0,1,436000000,60,1
24349746,55,2,361,1,0,362000000,24,1
37832775,37,3,588,1,1,296000000,36,0
16327766,49,1,319,1,2,102000000,60,0
6892825,51,3,743,1,0,7000000,12,0
49910127,32,0,402,1,1,491000000,48,0
38307745,58,0,617,1,0,83000000,24,0
4661342,30,0,800,1,2,180000000,60,0
8573945,49,2,633,1,1,407000000,12,0
23671541,54,1,412,0,2,140000000,12,1
45229669,40,1,412,0,1,321000000,36,1
39442001,47,2,614,1,2,146000000,24,0
3834938,54,3,656,1,1,13000000,36,0
4779892,39,1,594,0,0,450000000,60,1
22612525,21,0,592,1,2,115000000,24,0
11325344,27,1,310,0,2,252000000,48,1
41177208,33,2,528,0,0,415000000,24,1
39417182,49,4,842,1,2,164000000,36,0
12939139,31,4,315,1,0,454000000,48,1
11131526,58,4,528,1,1,224000000,60,0
17659576,59,2,625,1,2,369000000,24,1
7294329,26,0,464,1,1,452000000,12,1
3434368,26,1,309,1,0,294000000,60,1
39488243,23,1,774,1,1,26000000,48,0
27810292,37,4,452,1,1,133000000,48,0
43858099,41,4,417,1,0,271000000,48,0
29878179,37,4,345,1,0,222000000,36,0
21921824,22,3,501,1,1,390000000,36,1
27639364,46,4,710,1,1,226000000,36,0
48739326,50,2,761,0,0,120000000,12,0
19387412,43,3,747,1,0,433000000,24,0
29170235,26,3,515,1,2,377000000,24,1
46893540,26,0,689,1,0,325000000,12,0
10297881,28,2,475,1,1,477000000,36,1
28171259,56,1,567,1,2,276000000,36,0
13528542,53,4,445,1,0,141000000,60,0
27938881,58,2,714,1,2,157000000,60,0
27188041,58,0,370,0,1,308000000,12,1
24452647,40,1,342,0,1,286000000,24,1
45021153,21,2,512,1,2,244000000,48,0
46238165,40,1,585,0,1,183000000,48,0
40723927,33,1,635,0,0,469000000,36,1
8932572,57,0,594,0,0,191000000,36,1
41145210,34,3,730,0,1,411000000,36,1
5870524,22,0,675,1,2,231000000,24,0
9911616,29,3,655,0,0,428000000,12,1
27803477,38,3,598,0,1,388000000,60,1
27885412,37,1,513,1,0,218000000,12,1
25986990,40,3,381,0,1,411000000,48,1
27370764,45,4,701,1,1,81000000,12,0
40471432,48,2,693,1,0,257000000,48,0
10061944,25,0,805,1,0,380000000,48,0
40531240,26,1,490,1,0,135000000,12,0
36559109,57,1,468,1,1,434000000,48,0
30047758,28,1,847,0,1,219000000,48,0
28802855,58,1,400,1,1,383000000,24,1
21242304,59,4,364,1,0,112000000,24,0
18954465,53,1,616,1,0,462000000,12,1
45066702,48,4,668,0,1,479000000,48,1
20881404,51,0,794,1,0,283000000,36,0
28828037,50,0,319,1,1,30000000,12,0
48650997,45,2,564,1,1,250000000,36,0
44844417,52,1,300,1,1,387000000,60,0
19954692,39,2,438,0,0,397000000,12,1
49671201,46,0,414,1,2,322000000,60,0
42665485,24,1,658,1,0,444000000,12,0
38084764,31,0,403,1,2,313000000,12,1
7768424,56,4,443,0,0,18000000,12,1
48639764,52,1,755,0,1,243000000,24,0
9908008,21,0,629,1,2,453000000,24,0
19092709,32,4,763,1,2,372000000,12,0
37919697,40,1,609,0,1,226000000,24,0
40331196,39,3,435,1,2,70000000,12,0
21421389,29,4,438,1,0,184000000,36,1
4940483,47,3,346,1,2,371000000,48,1
29532675,31,4,680,1,0,318000000,24,0
25494683,39,2,376,0,0,38000000,24,1
40681868,29,0,441,1,2,289000000,12,1
30444669,33,2,602,0,1,429000000,36,1
33479362,32,3,315,1,2,229000000,12,1
15262378,53,2,631,1,2,206000000,12,1
37690510,27,3,363,0,0,205000000,48,1
20204925,45,3,387,0,1,42000000,48,1
41401816,29,1,642,1,0,416000000,60,0
30219726,21,2,401,0,1,131000000,12,1
14313161,59,0,432,1,0,57000000,60,0
36343598,57,3,457,0,2,71000000,24,1
20271425,43,2,768,0,0,342000000,36,1
43441040,58,3,701,1,0,329000000,60,0
35254147,53,3,821,0,1,377000000,60,0
37332299,38,3,528,1,0,150000000,60,0
26287103,29,1,810,1,0,199000000,12,0
46250106,28,4,688,1,2,472000000,12,0
47546481,36,0,685,0,0,129000000,24,0
22780441,36,4,451,1,2,152000000,24,0
14249737,55,0,627,1,1,324000000,60,1
49171456,24,0,645,1,2,38000000,48,0
6452097,39,4,310,1,2,168000000,12,1
8792819,48,0,316,0,1,402000000,60,1
12698597,59,0,403,1,1,365000000,24,1
4035598,51,1,404,0,0,180000000,48,1
10689969,35,4,400,1,2,287000000,24,1
19727830,42,2,741,0,0,307000000,12,1
5036721,38,1,329,0,1,492000000,36,1
8408520,51,0,568,1,2,37000000,60,0
8194914,35,4,652,1,2,451000000,48,1
37226657,35,2,406,1,1,281000000,12,1
35648101,46,1,372,1,0,476000000,36,1
47252345,44,4,312,1,2,19000000,60,0
16180114,44,1,455,1,1,372000000,48,1
17220331,49,3,629,1,2,402000000,24,0
11313264,26,1,398,0,1,26000000,12,1
4000294,23,3,570,1,1,474000000,24,1
22813989,34,0,468,0,0,16000000,36,1
28998054,44,1,322,0,1,101000000,12,1
16947082,25,0,543,0,2,310000000,60,1
26200108,46,3,520,1,0,316000000,24,1
48709216,49,3,309,1,2,427000000,12,1
43484790,34,1,516,1,1,136000000,48,0
17010010,57,2,466,1,1,194000000,48,1
37748160,42,2,373,1,0,221000000,24,0
32978764,29,2,758,0,1,150000000,60,0
48055774,42,4,730,1,1,386000000,24,0
38652143,30,1,359,1,0,460000000,12,1
31783001,33,2,716,1,0,22000000,12,0
12694535,21,3,368,1,1,460000000,12,1
22169951,23,0,615,1,1,66000000,12,0
39255675,56,4,743,1,2,386000000,12,0
49525732,35,0,438,1,1,191000000,60,0
48298401,21,0,503,1,0,123000000,60,0
6895090,47,1,360,1,2,425000000,12,1
43251106,41,1,379,0,2,305000000,12,1
31094575,40,3,682,1,2,81000000,36,0
11740245,47,4,846,1,0,191000000,12,1
5379897,37,4,674,1,0,132000000,48,1
33270785,37,4,760,1,2,216000000,24,0
27679850,33,0,636,0,2,489000000,48,1
42118828,42,1,477,1,2,411000000,36,0
11302975,27,4,425,1,1,126000000,60,0
29836754,37,2,773,1,0,225000000,24,0
45604299,43,4,534,0,2,415000000,12,1
12921625,24,4,556,1,0,275000000,24,1
11539202,52,1,531,1,1,125000000,60,0
34893172,24,0,483,1,0,370000000,60,0
24755450,21,2,366,0,0,28000000,12,1
26929820,46,3,540,0,2,351000000,36,1
48554920,43,3,576,1,2,161000000,24,0
12657570,58,2,840,1,2,132000000,48,0
33477458,42,0,441,1,0,41000000,12,0
23964658,58,0,624,0,2,59000000,12,0
37394700,23,2,732,1,2,397000000,60,0
5791671,25,2,626,0,1,298000000,60,1
29124219,38,4,396,1,0,192000000,48,0
14881412,53,0,496,1,1,311000000,12,1
40509631,46,0,588,0,0,101000000,24,1
37688061,51,3,341,0,1,150000000,36,1
13347737,29,1,827,1,1,174000000,36,0
39148977,44,0,320,0,2,106000000,36,1
37284991,41,3,371,1,0,187000000,12,1
29448146,40,1,789,1,0,131000000,12,0
9523229,40,2,386,1,1,7000000,48,0
27003294,57,4,710,1,1,321000000,24,0
35391010,57,0,330,1,2,197000000,12,1
30691349,54,2,483,0,1,211000000,48,1
19017834,36,2,735,1,2,88000000,12,0
13884890,37,3,307,0,0,98000000,12,1
22397125,25,2,638,1,2,461000000,12,1
36072822,39,1,394,1,1,394000000,12,1
28532414,36,0,736,0,0,394000000,36,1
37515087,32,0,644,0,0,401000000,12,1
18194144,42,1,739,1,0,138000000,24,0
21167395,37,1,366,1,2,193000000,24,1
43622998,47,1,772,1,0,276000000,60,0
10058175,37,3,500,1,1,101000000,36,0
13347578,21,0,559,0,2,443000000,12,1
33543878,43,4,368,1,0,203000000,12,1
36272020,22,1,592,1,0,218000000,60,0
26858375,38,3,453,1,0,390000000,60,1
31173270,23,2,754,1,2,466000000,36,0
13584422,38,2,726,1,1,408000000,12,0
20077979,51,2,558,1,2,12000000,12,0
7474220,46,3,780,0,0,434000000,60,1
34471719,24,3,638,1,1,165000000,12,0
34684301,30,4,578,0,1,78000000,60,1
36542066,39,0,595,0,0,234000000,36,1
44072050,28,3,755,1,1,381000000,60,0
26737914,39,3,371,0,0,41000000,24,1
26027890,52,1,749,0,0,231000000,24,1
11731896,32,0,463,0,1,284000000,60,1
38465560,38,1,826,0,0,76000000,36,1
16628984,27,0,733,0,2,393000000,12,1
48633622,49,0,816,1,2,396000000,60,0
31662434,33,1,527,1,2,304000000,36,0
4279372,41,0,680,0,1,122000000,36,1
6078882,48,0,663,0,0,167000000,60,1
14668300,32,4,647,1,2,94000000,24,0
44406448,38,0,516,0,0,377000000,48,1
36793258,52,1,544,1,2,259000000,60,0
10546691,45,3,413,1,1,11000000,60,0
13891264,23,4,385,1,0,417000000,12,1
11623353,33,2,555,1,1,167000000,48,0
25051113,27,3,595,1,0,203000000,24,1
25324455,51,1,680,1,0,290000000,48,0
29702025,38,3,756,0,2,284000000,36,1
26722901,24,0,543,1,1,358000000,24,1
10279074,51,4,801,1,2,86000000,24,0
43932207,47,2,472,1,2,353000000,12,1
42466516,55,1,606,1,2,233000000,48,0
25985303,36,0,802,1,2,244000000,36,0
29816706,35,0,300,1,0,243000000,24,1
21841834,49,3,780,1,2,234000000,48,0
9914128,56,2,780,0,0,323000000,60,1
29211918,26,0,738,0,0,371000000,60,1
31385743,44,1,404,0,0,32000000,48,1
35288939,30,2,762,1,1,85000000,24,0
44599453,27,3,835,0,0,20000000,60,0
6568125,50,4,709,1,0,467000000,36,1
17184706,27,4,800,0,0,366000000,60,1
6405914,47,3,619,1,2,387000000,36,1
18090951,49,0,769,1,2,283000000,24,0
35360929,23,2,495,0,1,453000000,12,1
9846090,49,0,453,0,2,493000000,48,1
34634412,22,2,804,1,0,55000000,48,0
25328309,28,1,842,0,0,353000000,24,1
38803551,40,1,328,1,2,138000000,24,0
41150204,28,2,765,1,0,474000000,12,1
25413805,23,1,821,1,2,454000000,12,0
44782385,46,2,807,1,0,359000000,36,0
36771083,39,0,331,1,2,225000000,48,0
38166021,28,3,432,1,2,34000000,48,0
29210478,41,4,404,0,2,363000000,12,1
30930454,54,2,618,1,1,241000000,24,0
9985481,35,1,392,1,2,77000000,48,0
13048456,36,3,396,1,1,228000000,48,1
27998095,49,1,630,1,2,361000000,24,0
16979901,21,3,631,1,2,224000000,48,1
28940280,56,1,544,1,1,242000000,36,0
11536341,24,2,365,1,2,205000000,12,1
24327254,41,2,338,1,0,383000000,60,1
49226296,56,2,653,1,1,267000000,60,0
43170675,42,4,742,1,0,288000000,36,0
49797801,30,0,677,0,2,202000000,36,0
12675864,24,2,675,1,2,378000000,24,0
28855341,36,2,480,1,0,200000000,12,1
8634222,50,2,617,1,2,288000000,48,1
11661351,39,3,307,0,2,178000000,12,1
10782634,39,4,693,0,0,106000000,12,1
22478649,30,3,572,1,1,358000000,24,0
20971663,28,4,715,1,2,256000000,36,0
9636708,33,1,645,0,0,256000000,12,1
9060297,40,4,712,1,0,33000000,24,0
6726713,32,4,597,1,0,295000000,24,1
33798370,35,0,773,1,1,436000000,36,0
9492922,26,3,448,1,0,393000000,60,1
37379197,24,1,526,1,1,156000000,24,0
23724277,35,4,592,1,2,169000000,36,0
29332571,50,1,543,0,1,449000000,12,1
21609976,28,4,458,1,2,292000000,36,1
6731622,32,3,656,1,2,274000000,24,1
33691270,49,1,392,1,1,46000000,12,0
49479712,54,4,564,0,2,345000000,24,1
14030140,32,4,824,1,0,410000000,48,1
39147291,44,4,336,1,1,353000000,24,1
22994412,59,1,436,1,1,390000000,60,1
32007653,39,2,642,1,1,69000000,60,0
38582274,43,2,610,0,1,467000000,36,1
40458301,44,0,665,1,0,328000000,60,0
23854627,59,4,697,0,1,158000000,60,0
17885447,44,2,828,1,0,330000000,36,0
37028250,36,1,672,1,2,461000000,48,0
21502049,34,2,415,1,0,315000000,36,1
10401628,26,2,323,0,1,10000000,60,1
46712859,58,0,647,1,2,490000000,36,0
10490526,50,0,765,1,1,192000000,24,0
3994199,55,2,829,1,2,291000000,48,0
33662747,42,3,491,0,2,353000000,60,1
29244114,39,3,670,1,2,338000000,36,0
47392751,25,4,737,1,0,418000000,24,0
21784924,26,4,829,1,1,105000000,12,0
31013358,55,2,607,1,2,50000000,12,0
43066756,40,3,325,0,2,148000000,48,1
47975994,25,4,459,1,0,323000000,36,0
5665880,52,3,686,1,2,72000000,48,1
22041597,47,4,647,1,0,381000000,12,1
37793101,21,1,434,1,0,304000000,36,0
35146888,35,0,718,1,0,379000000,60,0
23436464,34,2,544,0,2,257000000,36,1
49940274,26,0,599,0,0,145000000,36,1
33388953,42,0,602,1,0,479000000,12,1
20187491,33,2,471,0,0,82000000,24,1
13149436,37,4,776,1,0,447000000,24,1
40547284,53,0,558,1,2,471000000,24,1
17403194,26,4,672,1,0,210000000,60,0
43700855,27,1,338,1,0,352000000,60,0
21002835,35,4,760,1,1,193000000,60,0
29486809,28,0,815,1,0,48000000,12,0
13338036,55,0,724,1,1,322000000,48,0
14789876,40,1,375,1,0,16000000,36,0
33940963,58,3,695,0,2,368000000,60,0
17577200,41,1,763,0,2,169000000,36,1
36942120,29,4,419,1,2,185000000,60,0
42876804,25,2,554,0,0,59000000,48,1
10249602,41,2,752,0,1,149000000,36,1
14927807,51,0,362,0,1,59000000,12,1
18483602,48,2,559,1,0,42000000,36,0
19278720,29,0,673,1,2,191000000,60,0
10976726,50,1,627,1,1,273000000,36,0
13691219,43,4,613,1,1,328000000,48,1
17609069,21,3,406,1,2,427000000,24,1
49123553,52,4,388,1,2,243000000,36,0
27522985,42,4,716,1,0,173000000,36,0
17985922,39,1,774,1,2,469000000,36,0
45183780,24,4,756,1,1,245000000,60,0
47930048,32,4,694,1,1,446000000,48,0
17026520,24,3,773,0,0,478000000,36,1
38211538,28,1,840,0,2,114000000,36,0
49955785,24,1,434,0,2,85000000,36,1
13631835,39,4,319,1,2,224000000,12,1
34615003,39,3,833,0,0,461000000,24,1
41033065,53,3,429,0,1,30000000,12,1
5836934,28,3,631,1,0,341000000,12,1
21988196,33,2,634,1,2,428000000,60,1
38424315,54,1,416,1,2,413000000,12,1
39509659,57,0,591,1,0,330000000,48,0
30282635,32,2,420,1,1,151000000,36,0
41473927,30,3,370,1,1,348000000,36,0
30073134,48,2,834,0,2,236000000,60,0
23355903,56,2,624,0,2,360000000,24,1
43516543,37,3,774,1,2,458000000,12,0
12779110,50,4,457,1,0,174000000,36,1
49003456,57,4,346,0,2,246000000,48,1
10175173,36,1,560,0,1,387000000,24,1
33156915,46,4,840,1,2,465000000,60,0
25278404,36,0,459,0,1,6000000,24,1
36803356,49,2,531,1,2,229000000,48,0
12603204,54,3,507,0,2,416000000,48,1
29582827,40,4,719,1,2,485000000,60,0
22814469,44,1,502,1,0,75000000,12,0
22114315,47,1,682,1,2,187000000,60,0
11962292,33,1,655,0,0,360000000,48,1
7070161,52,4,336,1,0,129000000,12,1
17024141,28,4,830,1,1,345000000,36,0
10017191,31,4,302,1,0,435000000,24,1
41546764,32,1,688,1,1,488000000,36,0
23970729,51,4,633,1,1,277000000,12,1
12455545,58,3,516,1,1,356000000,36,1
43682015,59,3,820,1,1,293000000,60,0
27518584,22,4,733,1,2,60000000,60,0
32434408,58,1,557,0,1,241000000,24,1
14014909,51,0,779,1,0,309000000,48,1
32861982,57,0,571,1,2,410000000,24,1
37080389,45,3,790,1,2,203000000,24,0
45438695,28,4,819,1,1,29000000,48,0
21047458,42,4,738,0,0,244000000,60,1
41309327,49,1,562,1,0,317000000,24,0
36219204,43,3,826,1,0,131000000,24,0
43956504,41,0,795,1,2,217000000,12,0
43175936,50,4,831,0,1,272000000,48,0
44752776,45,1,310,1,2,9000000,36,0
26556913,37,2,808,1,2,69000000,60,0
41494992,33,3,357,0,1,113000000,48,1
39068046,54,0,795,1,0,346000000,12,0
35568013,37,0,684,0,2,92000000,36,0
23990301,55,1,350,1,2,148000000,48,0
32884472,54,3,361,1,0,183000000,24,0
45342809,39,0,616,1,0,77000000,12,0
42049611,30,0,563,1,1,34000000,48,0
26420725,46,4,775,1,1,230000000,24,0
12530218,34,0,706,0,2,353000000,60,1
35030654,48,1,801,1,2,497000000,12,0
5613456,47,4,726,1,2,406000000,48,1
19585982,53,0,657,1,1,26000000,24,0
3115064,33,4,743,0,0,21000000,48,1
18039285,30,4,356,0,2,89000000,48,1
33360133,48,2,466,1,1,438000000,24,1
15040556,21,4,546,1,2,494000000,36,0
32656879,44,3,702,1,2,486000000,24,0
29794461,59,4,459,1,0,409000000,24,1
10566169,40,0,316,1,2,237000000,48,1
39964763,53,2,453,1,0,476000000,24,1
14503817,25,1,669,0,1,159000000,12,1
28813761,22,0,535,1,0,73000000,60,0
49259881,25,0,423,1,0,469000000,24,1
26138509,37,3,392,0,2,207000000,12,1
4160675,27,4,323,0,2,107000000,48,1
